z_lookback,z_entry_short,z_entry_long,z_exit,z_stop,slope_lookback,max_hold_days,slope_confirmation,avg_return,median_return,avg_sharpe,median_sharpe,min_return,max_return,avg_max_dd,worst_dd,total_trades,avg_trades_per_window,avg_win_rate,pct_windows_profitable,n_windows
10,0.3,1.0,-0.3,1.5,2,5,False,23.245416666666667,21.375,1.7437638888888887,1.681,-45.89,117.19,-18.77287037037037,-129.69,8330,38.56481481481482,47.81018518518518,84.72222222222221,216
10,0.3,1.0,-0.3,1.5,3,5,False,23.245416666666667,21.375,1.7437638888888887,1.681,-45.89,117.19,-18.77287037037037,-129.69,8330,38.56481481481482,47.81018518518518,84.72222222222221,216
10,0.3,1.0,-0.3,1.5,5,5,False,23.245416666666667,21.375,1.7437638888888887,1.681,-45.89,117.19,-18.77287037037037,-129.69,8330,38.56481481481482,47.81018518518518,84.72222222222221,216
10,0.75,1.0,-0.3,1.5,5,7,False,23.244398148148147,21.85,1.7508935185185184,1.724,-56.24,129.14,-19.659305555555555,-155.2,7386,34.19444444444444,44.831944444444446,84.72222222222221,216
10,0.75,1.0,-0.3,1.5,2,7,False,23.244398148148147,21.85,1.7508935185185184,1.724,-56.24,129.14,-19.659305555555555,-155.2,7386,34.19444444444444,44.831944444444446,84.72222222222221,216
10,0.75,1.0,-0.3,1.5,3,7,False,23.244398148148147,21.85,1.7508935185185184,1.724,-56.24,129.14,-19.659305555555555,-155.2,7386,34.19444444444444,44.831944444444446,84.72222222222221,216
10,0.75,1.5,0.3,2.0,3,7,False,23.195231481481482,22.285,1.7702361111111113,1.8335,-108.84,131.58,-19.476064814814816,-198.06,5037,23.319444444444443,52.38981481481482,84.25925925925925,216
10,0.75,1.5,0.3,2.0,2,7,False,23.195231481481482,22.285,1.7702361111111113,1.8335,-108.84,131.58,-19.476064814814816,-198.06,5037,23.319444444444443,52.38981481481482,84.25925925925925,216
10,0.75,1.5,0.3,2.0,5,7,False,23.195231481481482,22.285,1.7702361111111113,1.8335,-108.84,131.58,-19.476064814814816,-198.06,5037,23.319444444444443,52.38981481481482,84.25925925925925,216
10,0.75,1.0,0.0,1.5,2,5,False,23.18611111111111,21.035,1.7667083333333333,1.7000000000000002,-49.45,121.78,-18.587546296296296,-124.14,7704,35.666666666666664,48.64305555555556,85.18518518518519,216
10,0.75,1.0,0.0,1.5,3,5,False,23.18611111111111,21.035,1.7667083333333333,1.7000000000000002,-49.45,121.78,-18.587546296296296,-124.14,7704,35.666666666666664,48.64305555555556,85.18518518518519,216
